0.0000	-0.064568	0.011356	9.749862	-0.007793	-0.003196	0.007966	0.456018	-0.145981	-1.430642
0.0100	-0.059013	0.020088	9.782197	-0.019568	-0.015043	0.003092	0.457363	-0.147693	-1.430089
0.0200	-0.031758	0.000548	9.760033	-0.001075	-0.005402	0.008515	0.454765	-0.147436	-1.428532
0.0300	-0.040884	-0.002968	9.745845	0.003766	-0.002724	-0.004458	0.457826	-0.146885	-1.430048
0.0400	-0.055362	0.014712	9.778572	-0.003901	-0.000095	-0.001764	0.456114	-0.148190	-1.425459
0.0500	-0.035186	-0.007024	9.787515	-0.002291	-0.000459	0.000671	0.456424	-0.148488	-1.425171
0.0600	-0.024328	0.003813	9.796057	0.005757	-0.004262	-0.007159	0.457485	-0.146135	-1.431052
0.0700	-0.057177	0.014702	9.778625	0.003031	-0.006792	-0.012568	0.455514	-0.146483	-1.428772
0.0800	-0.015205	-0.005157	9.792348	0.006107	0.015537	0.004188	0.456695	-0.148020	-1.431286
0.0900	-0.047996	0.005611	9.785808	0.001858	0.013353	-0.010415	0.457283	-0.145671	-1.429431
0.1000	-0.043832	-0.008948	9.792680	-0.000371	-0.001121	0.000016	0.457661	-0.146110	-1.425905
0.1100	-0.029343	-0.017726	9.774292	0.011628	-0.004602	0.005438	0.457558	-0.147241	-1.430188
0.1200	-0.005706	0.000172	9.805921	-0.011479	0.010258	-0.011896	0.455831	-0.146702	-1.429185
0.1300	-0.034839	0.007336	9.799349	-0.011380	0.002421	-0.007026	0.459275	-0.148327	-1.431211
0.1400	-0.031175	0.000147	9.795761	-0.000862	0.017735	-0.021621	0.455567	-0.148264	-1.428080
0.1500	-0.060480	0.014801	9.767259	0.006198	0.019085	-0.028373	0.458822	-0.148741	-1.428460
0.1600	-0.042317	-0.001186	9.747097	0.001927	0.012261	0.007583	0.456934	-0.147490	-1.427873
0.1700	-0.034965	-0.003117	9.761448	-0.006279	-0.004076	-0.008640	0.454369	-0.146847	-1.425863
