0.0000	-0.298879	-0.121971	175.961456
0.0100	-0.294710	-0.110907	175.967758
0.0200	-0.285694	-0.112260	175.966934
0.0300	-0.285984	-0.108323	175.966797
0.0400	-0.286575	-0.108500	175.975037
0.0500	-0.293678	-0.107274	175.981537
0.0600	-0.298530	-0.105993	175.987335
0.0700	-0.293733	-0.103621	175.992661
0.0800	-0.294602	-0.120691	176.034241
0.0900	-0.295123	-0.127872	176.067993
0.1000	-0.297356	-0.131673	176.094116
0.1100	-0.302630	-0.127597	176.095749
0.1200	-0.310109	-0.125434	176.101028
0.1300	-0.319709	-0.127812	176.099945
0.1400	-0.324393	-0.124384	176.097092
0.1500	-0.325137	-0.130115	176.109406
0.1600	-0.324823	-0.132449	176.121155
0.1700	-0.324695	-0.127812	176.126190
0.1800	-0.328390	-0.121975	176.131317
0.1900	-0.327440	-0.113623	176.131302
0.2000	-0.328853	-0.112957	176.128571
0.2100	-0.325525	-0.119720	176.140442
0.2200	-0.328929	-0.123229	176.154282
0.2300	-0.325392	-0.124729	176.159454
0.2400	-0.318364	-0.118308	176.166092
0.2500	-0.311381	-0.108948	176.170425
0.2600	-0.307208	-0.108030	176.173141
0.2700	-0.308614	-0.110993	176.194611
0.2800	-0.305305	-0.112231	176.210342
0.2900	-0.299912	-0.120810	176.228912
0.3000	-0.304783	-0.121134	176.230042
0.3100	-0.303738	-0.118628	176.233948
0.3200	-0.310408	-0.119606	176.247879
0.3300	-0.314289	-0.115361	176.243423
0.3400	-0.309718	-0.117010	176.253159
0.3500	-0.304759	-0.124183	176.254578
0.3600	-0.304253	-0.125172	176.261612
0.3700	-0.299843	-0.123481	176.262421
0.3800	-0.295179	-0.128560	176.276077
0.3900	-0.301723	-0.131881	176.284149
0.4000	-0.301819	-0.131110	176.293793
0.4100	-0.294145	-0.136309	176.301758
0.4200	-0.289802	-0.139020	176.316727
0.4300	-0.291271	-0.125465	176.336472
0.4400	-0.294792	-0.120506	176.341812
0.4500	-0.287395	-0.123322	176.348450
0.4600	-0.289277	-0.123102	176.352676
0.4700	-0.291711	-0.117810	176.355972
0.4800	-0.286737	-0.116833	176.365219
0.4900	-0.289228	-0.117056	176.382217
0.5000	-0.284961	-0.125211	176.384277
0.5100	-0.277217	-0.128553	176.393448
0.5200	-0.274516	-0.131422	176.391693
0.5300	-0.280219	-0.129381	176.393250
0.5400	-0.282306	-0.131588	176.398987
0.5500	-0.286421	-0.132186	176.412964
0.5600	-0.283142	-0.128999	176.427444
0.5700	-0.281139	-0.135252	176.428467
0.5800	-0.278871	-0.136170	176.430710
0.5900	-0.285195	-0.146736	176.434692
0.6000	-0.288435	-0.143150	176.443069
0.6100	-0.302100	-0.140433	176.445786
0.6200	-0.303255	-0.146567	176.441254
0.6300	-0.309835	-0.147152	176.441849
0.6400	-0.307497	-0.155244	176.440231
0.6500	-0.305718	-0.152407	176.439072
0.6600	-0.304769	-0.148049	176.442169
0.6700	-0.294839	-0.149345	176.448425
0.6800	-0.288666	-0.141348	176.453156
0.6900	-0.286358	-0.133719	176.450745
0.7000	-0.285621	-0.130862	176.448761
0.7100	-0.287195	-0.125338	176.451996
0.7200	-0.282526	-0.132828	176.456406
0.7300	-0.281246	-0.136642	176.461472
0.7400	-0.283024	-0.132712	176.467758
0.7500	-0.287726	-0.132852	176.467285
0.7600	-0.280045	-0.133773	176.463531
0.7700	-0.281263	-0.138701	176.468597
0.7800	-0.282175	-0.141785	176.474167
0.7900	-0.277506	-0.139285	176.480225
0.8000	-0.282696	-0.134180	176.481918
0.8100	-0.277744	-0.137442	176.485016
0.8200	-0.276390	-0.135507	176.492798
0.8300	-0.275088	-0.137717	176.490540
0.8400	-0.275106	-0.139880	176.485291
0.8500	-0.276129	-0.148280	176.448273
0.8600	-0.281726	-0.155087	176.399445
0.8700	-0.282841	-0.154809	176.321564
0.8800	-0.288075	-0.161917	176.260559
0.8900	-0.290588	-0.161294	176.199448
0.9000	-0.288128	-0.162555	176.156235
0.9100	-0.286345	-0.160080	176.110291
0.9200	-0.292574	-0.157217	176.053055
0.9300	-0.302896	-0.161074	175.984497
0.9400	-0.311242	-0.167054	175.935150
0.9500	-0.309664	-0.168553	175.877167
0.9600	-0.308680	-0.166422	175.805115
0.9700	-0.308079	-0.172939	175.724533
0.9800	-0.312379	-0.176820	175.648376
0.9900	-0.311438	-0.174287	175.569992
1.0000	-0.312294	-0.178255	175.490631
1.0100	-0.312661	-0.176998	175.420456
1.0200	-0.306767	-0.182113	175.361145
1.0300	-0.296432	-0.191166	175.320618
1.0400	-0.281255	-0.194041	175.280670
1.0500	-0.285915	-0.190508	175.253601
1.0600	-0.292597	-0.184639	175.229584
1.0700	-0.290109	-0.181891	175.206619
1.0800	-0.288219	-0.176667	175.156174
1.0900	-0.292348	-0.167712	175.079620
1.1000	-0.297204	-0.176021	174.982773
1.1100	-0.297190	-0.179784	174.898651
1.1200	-0.297223	-0.176028	174.834900
1.1300	-0.295201	-0.179531	174.800812
1.1400	-0.290538	-0.188574	174.802902
1.1500	-0.295302	-0.202113	174.801422
1.1600	-0.295908	-0.193199	174.826019
1.1700	-0.298974	-0.196662	174.824402
1.1800	-0.292093	-0.194528	174.825394
1.1900	-0.294388	-0.198361	174.830002
1.2000	-0.282652	-0.199200	174.841110
1.2100	-0.287981	-0.214499	174.844818
1.2200	-0.299043	-0.214830	174.848297
1.2300	-0.306558	-0.210275	174.859604
1.2400	-0.313529	-0.211977	174.863968
1.2500	-0.326795	-0.218007	174.849487
1.2600	-0.332201	-0.216304	174.768982
1.2700	-0.345510	-0.207935	174.666718
1.2800	-0.352284	-0.203736	174.575485
1.2900	-0.356251	-0.205058	174.481888
1.3000	-0.347357	-0.198567	174.425995
1.3100	-0.343305	-0.194226	174.361771
1.3200	-0.340234	-0.200750	174.300629
1.3300	-0.347525	-0.203876	174.209946
1.3400	-0.351591	-0.201338	174.106598
1.3500	-0.338004	-0.199430	174.005432
1.3600	-0.335341	-0.192320	173.923065
1.3700	-0.317688	-0.189555	173.860565
1.3800	-0.311787	-0.183989	173.790482
1.3900	-0.311341	-0.183593	173.728851
1.4000	-0.315345	-0.173593	173.662796
1.4100	-0.310509	-0.172298	173.612350
1.4200	-0.304998	-0.175894	173.588730
1.4300	-0.302191	-0.175121	173.553162
1.4400	-0.299506	-0.166672	173.540833
1.4500	-0.302547	-0.173736	173.510452
1.4600	-0.305362	-0.175928	173.481491
1.4700	-0.302094	-0.173559	173.435242
1.4800	-0.301778	-0.170492	173.378479
1.4900	-0.302582	-0.165176	173.313187
1.5000	-0.294965	-0.169804	173.292984
1.5100	-0.288269	-0.172732	173.252762
1.5200	-0.284096	-0.177282	173.207703
1.5300	-0.280165	-0.175643	173.155350
1.5400	-0.265168	-0.170514	173.085480
1.5500	-0.252918	-0.160982	173.001236
1.5600	-0.234675	-0.165432	172.909851
1.5700	-0.223790	-0.170090	172.804489
1.5800	-0.217792	-0.176642	172.682129
1.5900	-0.220383	-0.181849	172.554077
1.6000	-0.227172	-0.181630	172.412292
1.6100	-0.227435	-0.199066	172.286011
1.6200	-0.237245	-0.202652	172.153870
1.6300	-0.238689	-0.199755	172.030273
1.6400	-0.248379	-0.195083	171.923141
1.6500	-0.247690	-0.194116	171.831360
1.6600	-0.243555	-0.194362	171.758575
1.6700	-0.236787	-0.184727	171.685822
1.6800	-0.233456	-0.184228	171.607635
