0.0000	0.018698	-0.090026	9.783927	-0.014452	-0.000914	-0.005211	-0.242965	-0.024888	-0.950695
0.0100	0.007588	-0.073575	9.765757	-0.012041	-0.002253	0.008581	-0.242650	-0.024759	-0.953169
0.0200	0.003855	-0.066246	9.756638	-0.003475	0.009870	-0.001148	-0.244328	-0.026227	-0.950630
0.0300	-0.006862	-0.064877	9.791406	-0.009979	0.004452	-0.002504	-0.241262	-0.026796	-0.951750
0.0400	-0.005054	-0.061282	9.794910	-0.002376	-0.006430	0.003456	-0.243770	-0.024527	-0.951871
0.0500	-0.003397	-0.060950	9.765813	0.003951	0.008313	-0.003302	-0.243597	-0.027052	-0.953423
0.0600	-0.017989	-0.059101	9.755302	-0.018288	-0.008272	-0.013052	-0.241966	-0.024867	-0.951548
0.0700	-0.001541	-0.066377	9.765871	-0.005989	0.002630	0.002367	-0.245678	-0.024634	-0.953967
0.0800	0.018688	-0.075727	9.801786	0.004233	0.009048	-0.022768	-0.243372	-0.025448	-0.955260
0.0900	-0.005210	-0.066318	9.758715	-0.000875	-0.012676	0.002379	-0.244873	-0.024995	-0.952791
0.1000	-0.001344	-0.066779	9.802177	0.006321	0.010439	-0.001678	-0.244233	-0.026173	-0.951650
0.1100	0.007426	-0.066104	9.745641	-0.003683	0.004688	-0.008716	-0.245090	-0.025198	-0.953974
0.1200	-0.005304	-0.058987	9.751306	-0.009636	-0.005835	0.002096	-0.245466	-0.024705	-0.952794
0.1300	0.003884	-0.066306	9.762083	-0.002155	0.011310	-0.010339	-0.242159	-0.024942	-0.955066
0.1400	0.000541	-0.072266	9.807682	0.002694	-0.008051	0.010221	-0.242903	-0.025203	-0.954947
0.1500	0.009348	-0.060958	9.772708	-0.001256	0.010739	0.004802	-0.242963	-0.025991	-0.953076
0.1600	0.007737	-0.064954	9.805511	-0.002013	-0.000435	-0.003305	-0.242791	-0.024191	-0.955931
0.1700	0.007501	-0.064473	9.761942	-0.004858	-0.011798	0.008052	-0.246973	-0.024510	-0.953115
0.1800	-0.001500	-0.057536	9.785656	-0.003589	0.005868	-0.025478	-0.242149	-0.027882	-0.954005
0.1900	0.011270	-0.070090	9.780101	-0.013535	0.013316	0.008843	-0.243806	-0.024767	-0.952465
0.2000	0.000515	-0.073998	9.800457	-0.003354	0.001947	-0.015744	-0.242296	-0.024826	-0.952140
0.2100	0.000406	-0.068420	9.787640	0.001650	-0.007484	0.009679	-0.240284	-0.024938	-0.953559
0.2200	0.007626	-0.068298	9.780169	0.002191	0.005771	-0.001140	-0.243992	-0.025422	-0.952933
0.2300	0.007661	-0.075508	9.776686	-0.002073	-0.001994	-0.005467	-0.242369	-0.024888	-0.953460
0.2400	0.004048	-0.064855	9.794723	-0.004907	0.000908	0.004532	-0.243932	-0.025207	-0.951900
0.2500	-0.006763	-0.065078	9.809559	0.001365	-0.007170	0.008597	-0.243837	-0.026409	-0.952527
0.2600	0.007698	-0.064874	9.798248	-0.008510	0.004461	0.004526	-0.240794	-0.024457	-0.952091
0.2700	0.016845	-0.066755	9.808916	0.000725	0.018169	0.010749	-0.244692	-0.025032	-0.952203
0.2800	0.025993	-0.082915	9.799909	-0.003676	0.002755	-0.008174	-0.241483	-0.025041	-0.953591
0.2900	-0.005059	-0.068411	9.784165	0.011877	0.004362	0.014552	-0.243688	-0.024738	-0.953047
0.3000	-0.026794	-0.066844	9.795649	0.019110	-0.009703	-0.003819	-0.242520	-0.026277	-0.953076
0.3100	-0.003302	-0.073638	9.766070	0.004265	0.002516	0.019951	-0.241933	-0.025166	-0.953606
0.3200	0.007582	-0.075347	9.762162	0.006242	0.002594	-0.003838	-0.244249	-0.024900	-0.952334
0.3300	-0.014274	-0.043189	9.792990	-0.010058	0.028899	0.001541	-0.240286	-0.026750	-0.953042
0.3400	0.016726	-0.061157	9.794283	-0.004096	0.020460	-0.006560	-0.243625	-0.025223	-0.951747
0.3500	0.018724	-0.088294	9.791152	-0.008761	0.009778	-0.006020	-0.242377	-0.025452	-0.950702
0.3600	-0.021554	-0.057469	9.769894	-0.002960	-0.017040	0.002108	-0.242468	-0.026053	-0.952189
0.3700	0.014882	-0.080743	9.762064	0.000038	-0.000414	-0.003843	-0.245407	-0.023233	-0.952153
0.3800	0.018659	-0.089945	9.776666	-0.011800	0.005735	0.006956	-0.242322	-0.025356	-0.952452
0.3900	0.026110	-0.097435	9.802018	-0.010292	0.015518	-0.006024	-0.244194	-0.025377	-0.951181
0.4000	-0.010398	-0.072228	9.798919	0.003303	0.013616	0.001021	-0.243859	-0.025145	-0.950579
0.4100	0.004163	-0.082939	9.791460	0.003003	0.023399	-0.011961	-0.241819	-0.025427	-0.951419
0.4200	-0.003163	-0.079276	9.784334	-0.013627	-0.001154	-0.013320	-0.243602	-0.024411	-0.951570
0.4300	-0.003145	-0.073959	9.795115	-0.006470	0.003786	-0.006556	-0.242201	-0.024772	-0.953159
0.4400	-0.005071	-0.071956	9.776978	-0.000928	0.005527	-0.001954	-0.243754	-0.024962	-0.951447
0.4500	-0.006734	-0.079417	9.795331	-0.009022	-0.006420	-0.004121	-0.244308	-0.024294	-0.950851
0.4600	-0.014143	-0.059521	9.795135	0.011220	-0.014376	0.011315	-0.241127	-0.024552	-0.952687
0.4700	-0.012274	-0.066761	9.795230	-0.010769	0.006451	0.016960	-0.244223	-0.025626	-0.951629
0.4800	0.003974	-0.057565	9.790945	-0.006834	0.005316	-0.010882	-0.242725	-0.025949	-0.951460
0.4900	0.003929	-0.059257	9.780089	0.000170	-0.007586	0.012381	-0.242838	-0.024714	-0.953903
0.5000	0.011359	-0.061349	9.808963	0.016544	-0.001324	0.005908	-0.244055	-0.025509	-0.951329
0.5100	0.011367	-0.079213	9.785731	-0.016302	0.005191	-0.007648	-0.241813	-0.025000	-0.954183
0.5200	0.004006	-0.054060	9.801764	0.006404	-0.002865	0.003194	-0.244804	-0.025053	-0.954255
0.5300	-0.010872	-0.037349	9.758283	0.000245	0.008887	0.003182	-0.241419	-0.025792	-0.954934
0.5400	0.025963	-0.082855	9.794462	-0.021087	0.007372	0.006945	-0.243504	-0.025058	-0.952323
0.5500	0.002194	-0.064785	9.787514	0.010993	0.009853	-0.000591	-0.243612	-0.026215	-0.951198
0.5600	-0.003244	-0.068401	9.784114	0.005366	0.021858	-0.000062	-0.242731	-0.024966	-0.951863
0.5700	-0.007009	-0.078855	9.744501	0.007957	0.000973	0.002924	-0.244293	-0.025551	-0.952945
0.5800	-0.010740	-0.067961	9.740755	-0.001535	-0.004609	0.005890	-0.242796	-0.025875	-0.952775
0.5900	0.007575	-0.071763	9.765719	0.006555	-0.001881	-0.001132	-0.248065	-0.024866	-0.951106
0.6000	-0.014129	-0.061334	9.795173	-0.003620	-0.008038	-0.004655	-0.246627	-0.025405	-0.951970
0.6100	-0.010472	-0.064938	9.795141	-0.007861	0.009152	-0.011155	-0.245798	-0.025638	-0.953129
0.6200	-0.005010	-0.068512	9.793242	-0.012737	0.024101	-0.001705	-0.245112	-0.025190	-0.951634
0.6300	-0.025363	-0.046415	9.751624	-0.008177	-0.001910	-0.022236	-0.243448	-0.026219	-0.953681
0.6400	0.014906	-0.068297	9.783590	0.026415	0.015446	-0.003821	-0.246953	-0.024671	-0.952682
0.6500	-0.026808	-0.059675	9.802763	0.003321	0.008645	0.002375	-0.243174	-0.025937	-0.951470
0.6600	-0.019883	-0.044671	9.760507	0.016308	0.001061	-0.013829	-0.243850	-0.025418	-0.953076
0.6700	0.014938	-0.064792	9.794409	0.007771	-0.008086	-0.003291	-0.245186	-0.024149	-0.950573
0.6800	0.029589	-0.081041	9.796137	-0.000705	-0.007876	-0.001678	-0.243654	-0.024216	-0.952588
0.6900	-0.003146	-0.068602	9.802267	0.001850	-0.002839	0.016977	-0.245274	-0.025451	-0.951794
0.7000	0.002123	-0.073566	9.762282	-0.008841	0.009786	0.001009	-0.243552	-0.024742	-0.950557
0.7100	-0.006745	-0.088319	9.780992	-0.013516	-0.000442	0.011282	-0.244925	-0.024800	-0.953809
0.7200	-0.014214	-0.062946	9.777056	-0.010873	0.021107	-0.009271	-0.246130	-0.025484	-0.948305
0.7300	0.004053	-0.057725	9.805468	0.004416	0.004160	0.005352	-0.244059	-0.024543	-0.948953
0.7400	0.003895	-0.071683	9.756747	-0.007827	0.000314	-0.008719	-0.242960	-0.024195	-0.950815
0.7500	-0.003232	-0.064856	9.791302	0.005792	0.010459	-0.002219	-0.242581	-0.025808	-0.951598
0.7600	-0.028848	-0.050301	9.773586	-0.000049	0.015643	-0.009257	-0.242378	-0.024195	-0.951094
0.7700	0.000149	-0.062541	9.747592	0.007077	0.000360	0.019144	-0.248190	-0.023896	-0.953706
0.7800	0.000465	-0.068541	9.798532	0.001255	-0.000689	0.003458	-0.242887	-0.026476	-0.954262
0.7900	0.004050	-0.061290	9.800096	0.009637	0.018901	0.005892	-0.243808	-0.025742	-0.952209
0.8000	-0.005086	-0.064786	9.784092	-0.004945	0.006456	0.002367	-0.242110	-0.025008	-0.951411
0.8100	-0.014255	-0.057508	9.776945	-0.001053	0.009886	0.012913	-0.240584	-0.024092	-0.953828
0.8200	-0.028657	-0.057832	9.799148	-0.013444	0.009008	-0.007376	-0.245325	-0.023025	-0.953460
0.8300	-0.006987	-0.046772	9.792853	-0.013712	-0.008388	0.004526	-0.242025	-0.025348	-0.955224
0.8400	0.009580	-0.073926	9.798380	-0.003483	0.002742	-0.000604	-0.243172	-0.024125	-0.951988
0.8500	-0.026886	-0.064871	9.781090	-0.002525	0.011916	-0.004662	-0.243143	-0.025551	-0.951016
0.8600	-0.006809	-0.066770	9.798704	-0.012815	0.005216	-0.022785	-0.242628	-0.025340	-0.952605
0.8700	-0.012503	-0.064507	9.755256	-0.003564	-0.000982	-0.003306	-0.245225	-0.025364	-0.950912
0.8800	0.011281	-0.061188	9.794440	-0.003192	0.001156	-0.009255	-0.241659	-0.024884	-0.951396
0.8900	0.018624	-0.068457	9.799824	0.004817	0.008011	-0.009789	-0.243780	-0.024655	-0.952022
0.9000	0.000371	-0.061210	9.791123	-0.008591	-0.004260	-0.017910	-0.242640	-0.025203	-0.950114
0.9100	-0.003256	-0.057667	9.796600	0.003954	0.001553	-0.012491	-0.241326	-0.025207	-0.950668
0.9200	-0.019601	-0.057740	9.795256	-0.001950	0.006610	-0.001686	-0.244695	-0.025169	-0.952209
0.9300	-0.005216	-0.068090	9.755120	-0.018123	0.013998	-0.009276	-0.239764	-0.026547	-0.954485
0.9400	-0.010561	-0.064757	9.778803	-0.007904	0.009930	-0.002775	-0.243200	-0.024792	-0.952306
0.9500	-0.028766	-0.052254	9.786330	0.010046	0.006430	0.003194	-0.244173	-0.025120	-0.950878
0.9600	-0.025061	-0.050602	9.802527	-0.013990	-0.016210	-0.005474	-0.241218	-0.025726	-0.951270
0.9700	-0.003156	-0.068582	9.800451	-0.008247	-0.000763	0.005340	-0.244244	-0.024626	-0.952324
0.9800	0.009515	-0.075578	9.783895	0.002216	-0.003877	0.001027	-0.242969	-0.025846	-0.953217
0.9900	0.002297	-0.057856	9.816412	0.000320	0.023880	0.004258	-0.244251	-0.025456	-0.952209
1.0000	0.018688	-0.075727	9.801786	-0.017193	-0.001500	-0.011431	-0.242831	-0.025294	-0.950853
1.0100	0.000308	-0.073577	9.762335	-0.000412	-0.002932	0.019408	-0.242257	-0.024867	-0.951409
1.0200	-0.005187	-0.068150	9.760567	0.001613	-0.003527	-0.022765	-0.245017	-0.025974	-0.952392
1.0300	-0.001296	-0.075801	9.798731	-0.004750	-0.001852	-0.009255	-0.241583	-0.026609	-0.954968
1.0400	-0.001338	-0.065006	9.805772	-0.014698	-0.004612	0.005875	-0.243019	-0.025248	-0.951587
1.0500	-0.010602	-0.053963	9.785844	-0.013849	0.007195	-0.002780	-0.242572	-0.024423	-0.951839
1.0600	-0.010559	-0.070114	9.771652	0.005094	0.018419	-0.010334	-0.244364	-0.025057	-0.954391
1.0700	0.020398	-0.071931	9.787138	-0.003817	0.004117	0.006424	-0.244156	-0.022752	-0.954008
1.0800	-0.003247	-0.071966	9.778741	-0.000732	0.018801	-0.006015	-0.241106	-0.023876	-0.952515
1.0900	0.011123	-0.060867	9.765394	-0.003348	0.002926	-0.005470	-0.244404	-0.024751	-0.952479
1.1000	0.000479	-0.075710	9.791417	-0.006110	-0.007625	-0.001143	-0.241937	-0.024618	-0.951100
1.1100	-0.010688	-0.064496	9.755204	-0.013719	0.000410	0.003171	-0.242784	-0.023515	-0.953273
1.1200	-0.006948	-0.061132	9.780440	0.004442	-0.005876	0.017792	-0.246208	-0.024410	-0.952801
