0.0000	-0.307784	-0.135752	173.308395
0.0100	-0.304579	-0.138628	173.289978
0.0200	-0.301349	-0.136340	173.296844
0.0300	-0.289363	-0.147696	173.299088
0.0400	-0.289700	-0.151262	173.300903
0.0500	-0.286308	-0.154955	173.300964
0.0600	-0.277543	-0.153972	173.301224
0.0700	-0.281549	-0.153328	173.299820
0.0800	-0.280198	-0.156979	173.295624
0.0900	-0.278313	-0.155471	173.276367
0.1000	-0.280390	-0.155629	173.280106
0.1100	-0.274619	-0.152127	173.276810
0.1200	-0.272175	-0.154798	173.271530
0.1300	-0.274075	-0.152462	173.270050
0.1400	-0.273889	-0.153893	173.266190
0.1500	-0.270905	-0.157240	173.271591
0.1600	-0.269810	-0.155681	173.262833
0.1700	-0.275573	-0.155769	173.248550
0.1800	-0.272510	-0.156313	173.247482
0.1900	-0.277210	-0.151980	173.250381
0.2000	-0.273207	-0.148485	173.235855
0.2100	-0.274673	-0.148661	173.234039
0.2200	-0.273249	-0.145403	173.235352
0.2300	-0.269833	-0.150864	173.246689
0.2400	-0.265343	-0.150161	173.247849
0.2500	-0.268525	-0.147421	173.243423
0.2600	-0.265654	-0.145291	173.246552
0.2700	-0.265492	-0.143867	173.252319
0.2800	-0.267022	-0.140788	173.253540
0.2900	-0.275665	-0.138525	173.252823
0.3000	-0.273434	-0.142395	173.243439
0.3100	-0.277106	-0.143059	173.247650
0.3200	-0.277793	-0.144441	173.244354
0.3300	-0.271475	-0.146117	173.244278
0.3400	-0.271821	-0.146328	173.239426
0.3500	-0.276728	-0.142476	173.247986
0.3600	-0.274520	-0.150787	173.244080
0.3700	-0.281550	-0.157922	173.250549
0.3800	-0.289198	-0.150567	173.245621
0.3900	-0.286199	-0.155833	173.240616
0.4000	-0.286661	-0.159019	173.232178
0.4100	-0.287152	-0.147272	173.222504
0.4200	-0.289818	-0.148525	173.213760
0.4300	-0.287803	-0.153559	173.207367
0.4400	-0.291056	-0.144538	173.203827
0.4500	-0.296276	-0.141100	173.205215
0.4600	-0.293783	-0.148383	173.208054
0.4700	-0.291358	-0.147343	173.213669
0.4800	-0.285589	-0.153992	173.221100
0.4900	-0.293381	-0.146984	173.216858
0.5000	-0.296322	-0.151238	173.212967
0.5100	-0.306026	-0.161945	173.217545
0.5200	-0.293699	-0.165543	173.205612
0.5300	-0.292354	-0.164876	173.206253
0.5400	-0.296829	-0.169405	173.204987
0.5500	-0.290180	-0.174146	173.204575
0.5600	-0.292571	-0.174895	173.201218
0.5700	-0.293489	-0.170115	173.198654
0.5800	-0.297175	-0.171999	173.193787
0.5900	-0.300333	-0.180938	173.191345
0.6000	-0.297701	-0.184699	173.184906
0.6100	-0.303000	-0.180809	173.178513
0.6200	-0.303961	-0.172857	173.191727
0.6300	-0.309898	-0.175208	173.198502
0.6400	-0.316642	-0.173384	173.188843
0.6500	-0.315181	-0.172252	173.184372
0.6600	-0.314212	-0.180322	173.161575
0.6700	-0.308137	-0.187620	173.153336
0.6800	-0.306178	-0.190930	173.145569
0.6900	-0.307144	-0.182525	173.154434
0.7000	-0.314198	-0.187139	173.132782
0.7100	-0.328879	-0.188351	173.123535
0.7200	-0.333808	-0.191122	173.119766
0.7300	-0.337420	-0.188465	173.116623
0.7400	-0.332674	-0.196309	173.105362
0.7500	-0.331977	-0.198126	173.102295
0.7600	-0.334065	-0.195831	173.100311
0.7700	-0.328418	-0.190059	173.100998
0.7800	-0.328947	-0.179817	173.108871
0.7900	-0.320742	-0.182566	173.118591
0.8000	-0.316712	-0.177473	173.118896
0.8100	-0.315019	-0.177228	173.115891
0.8200	-0.313577	-0.175217	173.117172
0.8300	-0.310982	-0.173034	173.122604
0.8400	-0.303192	-0.172125	173.121796
0.8500	-0.293796	-0.170765	173.122498
0.8600	-0.291468	-0.168545	173.126251
0.8700	-0.288811	-0.172881	173.126480
0.8800	-0.292104	-0.178288	173.134079
0.8900	-0.290767	-0.185289	173.137634
0.9000	-0.284456	-0.185211	173.139252
0.9100	-0.283307	-0.189583	173.139450
0.9200	-0.277147	-0.192577	173.146637
0.9300	-0.271649	-0.180707	173.151154
0.9400	-0.272818	-0.173195	173.141266
0.9500	-0.280348	-0.177082	173.141006
0.9600	-0.283354	-0.178518	173.140671
0.9700	-0.285625	-0.178878	173.140121
0.9800	-0.282330	-0.181797	173.136887
0.9900	-0.279949	-0.174320	173.132141
1.0000	-0.280348	-0.180378	173.131348
1.0100	-0.281565	-0.183425	173.130905
1.0200	-0.274413	-0.184518	173.123642
1.0300	-0.269977	-0.183124	173.122009
1.0400	-0.263953	-0.186076	173.129242
1.0500	-0.263491	-0.187333	173.129410
1.0600	-0.266242	-0.186483	173.126755
1.0700	-0.261723	-0.183617	173.118408
1.0800	-0.266975	-0.177971	173.115570
1.0900	-0.269394	-0.174799	173.111816
1.1000	-0.271060	-0.176992	173.112335
1.1100	-0.266279	-0.177662	173.121964
1.1200	-0.266039	-0.176044	173.127182
1.1300	-0.264372	-0.172912	173.149628
1.1400	-0.266073	-0.176318	173.142090
1.1500	-0.261998	-0.178497	173.132126
1.1600	-0.265968	-0.177493	173.117752
1.1700	-0.273830	-0.182391	173.117233
1.1800	-0.280107	-0.179420	173.131088
1.1900	-0.267042	-0.180681	173.128845
1.2000	-0.270440	-0.179544	173.121155
1.2100	-0.268432	-0.174938	173.119339
1.2200	-0.272083	-0.179338	173.121124
1.2300	-0.272280	-0.183610	173.120834
1.2400	-0.268581	-0.179795	173.130829
1.2500	-0.264616	-0.183981	173.123810
1.2600	-0.266563	-0.193068	173.121964
1.2700	-0.266424	-0.194142	173.129608
1.2800	-0.268125	-0.182581	173.130981
1.2900	-0.266474	-0.194485	173.128433
1.3000	-0.267387	-0.184579	173.124298
1.3100	-0.273101	-0.185542	173.117752
1.3200	-0.274635	-0.181000	173.102676
1.3300	-0.276871	-0.186387	173.099304
1.3400	-0.267848	-0.181939	173.095108
1.3500	-0.260616	-0.181547	173.093155
1.3600	-0.263450	-0.174745	173.096130
1.3700	-0.263340	-0.171545	173.093323
1.3800	-0.261540	-0.167067	173.100189
